time,coherence
-0.00000001,0.6065309636235526
-0.00000000997997997997998,0.6077452382038376
-0.00000000995995995995996,0.6089595030391173
-0.00000000993993993993994,0.610173748366641
-0.00000000991991991991992,0.6113879644044062
-0.0000000098998998998999,0.6126021413512781
-0.00000000987987987987988,0.6138162693871083
-0.00000000985985985985986,0.6150303386728548
-0.00000000983983983983984,0.6162443393507016
-0.00000000981981981981982,0.6174582615441815
-0.0000000097997997997998,0.6186720953582957
-0.00000000977977977977978,0.6198858308796378
-0.00000000975975975975976,0.6210994581765161
-0.00000000973973973973974,0.6223129672990764
-0.00000000971971971971972,0.6235263482794271
-0.0000000096996996996997,0.6247395911317637
-0.00000000967967967967968,0.6259526858524945
-0.00000000965965965965966,0.6271656224203644
-0.00000000963963963963964,0.6283783907965848
-0.00000000961961961961962,0.6295909809249581
-0.0000000095995995995996,0.6308033827320062
-0.00000000957957957957958,0.6320155861270988
-0.00000000955955955955956,0.6332275810025831
-0.00000000953953953953954,0.6344393572339128
-0.00000000951951951951952,0.6356509046797756
-0.0000000094994994994995,0.6368622131822292
-0.00000000947947947947948,0.638073272566828
-0.00000000945945945945946,0.6392840726427564
-0.00000000943943943943944,0.640494603202961
-0.00000000941941941941942,0.6417048540242859
-0.0000000093993993993994,0.642914814867602
-0.00000000937937937937938,0.6441244754779443
-0.00000000935935935935936,0.6453338255846445
-0.00000000933933933933934,0.6465428549014698
-0.00000000931931931931932,0.6477515531267543
-0.000000009299299299299299,0.6489599099435379
-0.000000009279279279279279,0.6501679150197031
-0.000000009259259259259259,0.6513755580081126
-0.000000009239239239239239,0.6525828285467469
-0.000000009219219219219219,0.6537897162588417
-0.000000009199199199199199,0.6549962107530304
-0.000000009179179179179179,0.6562023016234807
-0.000000009159159159159159,0.6574079784500361
-0.000000009139139139139139,0.6586132307983575
-0.000000009119119119119119,0.6598180482200631
-0.000000009099099099099099,0.6610224202528717
-0.000000009079079079079079,0.6622263364207436
-0.000000009059059059059059,0.6634297862340242
-0.000000009039039039039039,0.6646327591895895
-0.000000009019019019019019,0.6658352447709869
-0.000000008998998998998999,0.6670372324485815
-0.000000008978978978978979,0.6682387116797016
-0.000000008958958958958959,0.669439671908784
-0.000000008938938938938939,0.6706401025675185
-0.000000008918918918918919,0.6718399930749976
-0.000000008898898898898899,0.6730393328378622
-0.000000008878878878878879,0.6742381112504469
-0.000000008858858858858858,0.6754363176949333
-0.000000008838838838838838,0.6766339415414946
-0.000000008818818818818818,0.6778309721484461
-0.000000008798798798798798,0.6790273988623955
-0.000000008778778778778778,0.6802232110183922
-0.000000008758758758758758,0.6814183979400793
-0.000000008738738738738738,0.6826129489398431
-0.000000008718718718718718,0.6838068533189663
-0.000000008698698698698698,0.6850001003677793
-0.000000008678678678678678,0.6861926793658129
-0.000000008658658658658658,0.6873845795819535
-0.000000008638638638638638,0.6885757902745925
-0.000000008618618618618618,0.6897663006917851
-0.000000008598598598598598,0.690956100071402
-0.000000008578578578578578,0.6921451776412848
-0.000000008558558558558558,0.6933335226194035
-0.000000008538538538538538,0.6945211242140089
-0.000000008518518518518518,0.6957079716237935
-0.000000008498498498498498,0.6968940540380443
-0.000000008478478478478478,0.6980793606368033
-0.000000008458458458458458,0.6992638805910236
-0.000000008438438438438438,0.7004476030627281
-0.000000008418418418418418,0.7016305172051688
-0.000000008398398398398398,0.7028126121629849
-0.000000008378378378378378,0.7039938770723637
-0.000000008358358358358358,0.7051743010611996
-0.000000008338338338338338,0.7063538732492564
-0.000000008318318318318318,0.7075325827483242
-0.000000008298298298298298,0.7087104186623864
-0.000000008278278278278278,0.7098873700877765
-0.000000008258258258258258,0.7110634261133439
-0.000000008238238238238238,0.7122385758206145
